,LotArea,Street,LotShape,HouseStyle,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Foundation,CentralAir,Electrical,Functional,Fireplaces,YrSold,SaleType,SaleCondition,SalePrice
424,9000,Pave,Reg,1Story,1956,1956,Gable,CompShg,CBlock,Y,FuseA,Typ,1,2008,WD,Normal,139000
425,3378,Pave,Reg,2Story,1946,1992,Gable,CompShg,CBlock,Y,SBrkr,Typ,2,2009,WD,Normal,135000
426,12800,Pave,Reg,SLvl,1989,1989,Gable,CompShg,PConc,Y,SBrkr,Typ,1,2009,WD,Normal,275000
427,8593,Pave,IR1,1Story,1957,1957,Hip,CompShg,CBlock,Y,SBrkr,Typ,0,2008,WD,Normal,109008
428,6762,Pave,Reg,1Story,2007,2007,Gable,CompShg,PConc,Y,SBrkr,Typ,0,2007,New,Partial,195400
429,11457,Pave,IR1,1Story,1988,1988,Gable,CompShg,CBlock,Y,SBrkr,Typ,1,2009,WD,Normal,175000
430,1680,Pave,Reg,2Story,1971,1971,Gable,CompShg,CBlock,Y,SBrkr,Typ,0,2008,COD,Abnorml,85400
431,5586,Pave,IR1,1.5Fin,1920,1998,Gable,CompShg,BrkTil,Y,SBrkr,Typ,0,2008,ConLD,Abnorml,79900
432,1920,Pave,Reg,2Story,1971,1971,Gable,CompShg,CBlock,Y,SBrkr,Min1,0,2007,WD,Normal,122500
433,10839,Pave,IR1,2Story,1997,1998,Gable,CompShg,PConc,Y,SBrkr,Typ,1,2008,WD,Normal,181000
434,1890,Pave,Reg,SFoyer,1972,1972,Gable,CompShg,CBlock,Y,SBrkr,Typ,0,2008,WD,Normal,81000
435,10667,Pave,IR2,2Story,1996,1996,Gable,CompShg,PConc,Y,SBrkr,Typ,1,2009,ConLw,Normal,212000
436,4400,Pave,Reg,1.5Fin,1920,1950,Gable,CompShg,BrkTil,Y,FuseA,Typ,0,2006,WD,Normal,116000
437,6000,Pave,Reg,1.5Unf,1926,2004,Gable,CompShg,PConc,Y,SBrkr,Typ,0,2009,WD,Normal,119000
438,4280,Pave,Reg,1Story,1913,2002,Gable,CompShg,PConc,N,SBrkr,Typ,1,2007,WD,Normal,90350
439,12354,Pave,Reg,1.5Fin,1920,2000,Gable,CompShg,BrkTil,Y,SBrkr,Typ,0,2009,ConLI,Normal,110000
440,15431,Pave,Reg,1Story,2008,2008,Hip,CompShg,PConc,Y,SBrkr,Typ,2,2009,WD,Normal,555000
441,12108,Pave,Reg,1Story,1955,1955,Gable,CompShg,CBlock,N,FuseF,Typ,0,2008,WD,Normal,118000
442,6240,Pave,Reg,1.5Fin,1930,1992,Gable,CompShg,PConc,Y,SBrkr,Typ,1,2008,WD,Normal,162900
443,3922,Pave,Reg,1Story,2006,2007,Gable,CompShg,PConc,Y,SBrkr,Typ,1,2007,New,Partial,172500
444,8750,Pave,Reg,2Story,1994,1995,Gable,CompShg,PConc,Y,SBrkr,Typ,1,2008,WD,Normal,210000
445,9855,Pave,Reg,1Story,1956,1956,Hip,CompShg,CBlock,Y,SBrkr,Typ,1,2009,COD,Normal,127500
446,16492,Pave,IR1,1Story,1966,2002,Gable,CompShg,CBlock,Y,SBrkr,Mod,1,2010,WD,Normal,190000
447,11214,Pave,IR1,2Story,1998,1999,Gable,CompShg,PConc,Y,SBrkr,Typ,1,2006,WD,Normal,199900
448,8600,Pave,Reg,1.5Fin,1937,1950,Gable,CompShg,BrkTil,Y,SBrkr,Typ,1,2006,WD,Normal,119500
449,6000,Pave,Reg,1.5Fin,1948,2002,Gable,CompShg,CBlock,Y,SBrkr,Typ,0,2007,WD,Normal,120000
450,5684,Pave,Reg,1Story,1930,2005,Hip,CompShg,BrkTil,Y,FuseA,Typ,0,2006,WD,Normal,110000
451,70761,Pave,IR1,1Story,1975,1975,Gable,WdShngl,CBlock,Y,SBrkr,Typ,2,2006,WD,Normal,280000
452,9303,Pave,IR1,2Story,1996,1997,Hip,CompShg,PConc,Y,SBrkr,Typ,0,2007,WD,Normal,204000
453,9000,Pave,Reg,2Story,2008,2008,Gable,CompShg,PConc,Y,SBrkr,Typ,0,2009,WD,Normal,210000
454,9297,Pave,Reg,1Story,1976,1976,Gable,CompShg,CBlock,Y,SBrkr,Typ,0,2006,WD,Family,188000
455,9600,Pave,Reg,1Story,1973,1973,Hip,CompShg,CBlock,Y,SBrkr,Typ,1,2007,WD,Normal,175500
456,4571,Pave,Reg,2Story,1916,1950,Gable,CompShg,BrkTil,N,SBrkr,Typ,0,2008,COD,Abnorml,98000
457,53227,Pave,IR1,1Story,1954,1994,Flat,Tar&Grv,CBlock,Y,SBrkr,Min1,2,2008,WD,Normal,256000
458,5100,Pave,Reg,2Story,1925,1996,Hip,CompShg,PConc,Y,SBrkr,Typ,1,2008,WD,Normal,161000
459,7015,Pave,IR1,1.5Fin,1950,1950,Gable,CompShg,CBlock,Y,SBrkr,Typ,1,2009,WD,Normal,110000
460,8004,Pave,IR1,2Story,2009,2009,Gable,CompShg,PConc,Y,SBrkr,Typ,0,2009,New,Partial,263435
461,7200,Pave,Reg,2Story,1936,2007,Gable,CompShg,PConc,Y,SBrkr,Typ,0,2009,WD,Normal,155000
462,8281,Pave,IR1,1Story,1965,1965,Gable,CompShg,CBlock,Y,SBrkr,Typ,1,2009,WD,Normal,62383
463,11988,Pave,IR1,2Story,1934,1995,Hip,CompShg,CBlock,Y,FuseA,Typ,1,2008,WD,Normal,188700
464,8430,Pave,Reg,1Story,1978,1978,Gable,CompShg,CBlock,Y,SBrkr,Typ,0,2009,WD,Normal,124000
465,3072,Pave,Reg,1Story,2004,2004,Hip,CompShg,PConc,Y,SBrkr,Typ,1,2006,WD,Normal,178740
466,10628,Pave,Reg,1Story,1970,1970,Flat,Tar&Grv,CBlock,Y,SBrkr,Typ,1,2007,WD,Normal,167000
467,9480,Pave,Reg,2Story,1942,1995,Gable,CompShg,CBlock,Y,SBrkr,Typ,2,2007,WD,Normal,146500
468,11428,Pave,IR1,1Story,2006,2006,Gable,CompShg,PConc,Y,SBrkr,Typ,1,2007,WD,Normal,250000
469,9291,Pave,IR1,2Story,1993,1993,Gable,CompShg,PConc,Y,SBrkr,Typ,0,2008,WD,Normal,187000
470,6820,Pave,IR1,1Story,1985,1985,Gable,CompShg,PConc,Y,SBrkr,Typ,0,2010,WD,Normal,212000
471,11952,Pave,Reg,2Story,1977,1977,Mansard,WdShake,CBlock,Y,SBrkr,Typ,1,2007,WD,Normal,190000
472,3675,Pave,Reg,SLvl,2005,2005,Gable,CompShg,PConc,Y,SBrkr,Typ,0,2008,WD,Normal,148000
473,14977,Pave,IR1,1Story,2006,2007,Gable,CompShg,PConc,Y,SBrkr,Typ,1,2007,New,Partial,440000
474,5330,Pave,Reg,1Story,2000,2000,Gable,CompShg,PConc,Y,SBrkr,Typ,0,2007,WD,Normal,251000
475,8480,Pave,Reg,1Story,1963,1963,Hip,CompShg,CBlock,Y,SBrkr,Typ,0,2007,WD,Normal,132500
476,13125,Pave,Reg,1Story,1997,1998,Gable,CompShg,PConc,Y,SBrkr,Typ,1,2008,WD,Normal,208900
477,13693,Pave,Reg,2Story,2006,2006,Hip,CompShg,PConc,Y,SBrkr,Typ,1,2007,WD,Normal,380000
478,10637,Pave,Reg,1Story,2007,2008,Hip,CompShg,PConc,Y,SBrkr,Typ,1,2009,WD,Normal,297000
479,5925,Pave,Reg,1Story,1937,2000,Hip,CompShg,BrkTil,Y,SBrkr,Typ,0,2007,WD,Alloca,89471
480,16033,Pave,IR1,1Story,2004,2005,Hip,CompShg,PConc,Y,SBrkr,Typ,1,2006,WD,Normal,326000
481,11846,Pave,IR1,1Story,2003,2004,Hip,CompShg,PConc,Y,SBrkr,Typ,1,2006,WD,Normal,374000
482,2500,Pave,Reg,2Story,1915,2005,Gable,CompShg,PConc,Y,SBrkr,Min2,1,2009,WD,Normal,155000
483,4500,Pave,Reg,1Story,1998,1998,Hip,CompShg,PConc,Y,SBrkr,Typ,0,2006,WD,Normal,164000
484,7758,Pave,IR1,1Story,1962,2001,Gable,CompShg,CBlock,Y,SBrkr,Typ,0,2007,WD,Normal,132500
485,9600,Pave,Reg,1Story,1950,2007,Gable,CompShg,CBlock,Y,SBrkr,Typ,1,2009,WD,Normal,147000
486,10289,Pave,Reg,1Story,1965,1965,Hip,CompShg,CBlock,Y,SBrkr,Typ,0,2007,WD,Normal,156000
487,12243,Pave,IR1,1Story,1971,1971,Gable,CompShg,CBlock,Y,SBrkr,Typ,1,2007,WD,Normal,175000
488,10800,Pave,Reg,1.5Fin,1900,1970,Gable,CompShg,CBlock,N,FuseA,Mod,1,2006,ConLD,Normal,160000
489,1526,Pave,Reg,SFoyer,1970,2002,Gable,CompShg,CBlock,Y,SBrkr,Typ,0,2009,WD,Normal,86000
490,2665,Pave,Reg,2Story,1976,1976,Gable,CompShg,PConc,Y,SBrkr,Typ,1,2008,WD,Normal,115000
491,9490,Pave,Reg,1.5Fin,1941,1950,Gable,CompShg,CBlock,Y,FuseA,Typ,2,2006,WD,Normal,133000
492,15578,Pave,IR1,2Story,2006,2006,Gable,CompShg,PConc,Y,SBrkr,Typ,0,2006,New,Partial,172785
493,7931,Pave,Reg,1Story,1960,1960,Gable,CompShg,CBlock,Y,FuseA,Typ,1,2008,WD,Normal,155000
494,5784,Pave,Reg,1Story,1938,1996,Gable,CompShg,BrkTil,Y,FuseA,Typ,0,2009,WD,Normal,91300
495,7879,Pave,Reg,1Story,1920,1950,Gable,CompShg,CBlock,N,FuseA,Typ,0,2009,WD,Abnorml,34900
496,12692,Pave,IR1,1Story,1992,1993,Hip,CompShg,PConc,Y,SBrkr,Typ,1,2007,WD,Normal,430000
497,9120,Pave,Reg,1.5Fin,1925,1950,Gable,CompShg,PConc,Y,SBrkr,Typ,0,2008,WD,Normal,184000
498,7800,Pave,Reg,1Story,1967,2004,Hip,CompShg,PConc,Y,SBrkr,Typ,0,2009,WD,Normal,130000
499,7535,Pave,IR1,1Story,1958,1985,Gable,CompShg,CBlock,Y,SBrkr,Typ,0,2007,WD,Normal,120000
500,1890,Pave,Reg,2Story,1973,1973,Gable,CompShg,CBlock,Y,SBrkr,Typ,0,2007,WD,Normal,113000
501,9803,Pave,Reg,2Story,2005,2005,Gable,CompShg,PConc,Y,SBrkr,Typ,0,2008,WD,Normal,226700
502,9170,Pave,Reg,1Story,1965,1965,Hip,CompShg,CBlock,Y,SBrkr,Typ,0,2007,WD,Normal,140000
503,15602,Pave,IR1,1Story,1959,1997,Gable,CompShg,CBlock,Y,SBrkr,Typ,2,2010,WD,Normal,289000
504,2308,Pave,Reg,2Story,1974,1974,Gable,CompShg,CBlock,Y,SBrkr,Typ,1,2009,WD,Normal,147000
505,7596,Pave,Reg,2Story,1952,1952,Hip,CompShg,CBlock,Y,SBrkr,Typ,0,2009,COD,Normal,124500
506,9554,Pave,IR1,2Story,1993,1994,Gable,CompShg,PConc,Y,SBrkr,Typ,1,2006,WD,Normal,215000
507,7862,Pave,IR1,1Story,2009,2009,Gable,CompShg,PConc,Y,SBrkr,Typ,0,2009,New,Partial,208300
508,9600,Pave,Reg,2Story,1928,2005,Gambrel,CompShg,BrkTil,Y,SBrkr,Typ,1,2008,WD,Normal,161000
509,9600,Pave,Reg,1Story,1959,1959,Gable,CompShg,CBlock,Y,SBrkr,Typ,0,2009,WD,Normal,124500
510,14559,Pave,Reg,1Story,1951,2000,Hip,CompShg,CBlock,Y,SBrkr,Min1,2,2009,WD,Normal,164900
511,6792,Pave,IR1,1Story,2005,2006,Gable,CompShg,PConc,Y,SBrkr,Typ,1,2006,New,Partial,202665
512,9100,Pave,Reg,1Story,1958,1958,Gable,CompShg,CBlock,Y,SBrkr,Typ,0,2006,WD,Normal,129900
513,9187,Pave,Reg,1Story,1983,1983,Gable,CompShg,PConc,Y,SBrkr,Typ,0,2007,WD,Normal,134000
514,10594,Pave,Reg,1.5Unf,1926,1950,Gable,CompShg,BrkTil,N,SBrkr,Typ,0,2007,WD,Normal,96500
515,12220,Pave,Reg,1Story,2009,2009,Hip,CompShg,CBlock,Y,SBrkr,Typ,1,2009,New,Partial,402861
516,10448,Pave,IR1,SLvl,1972,1972,Gable,CompShg,CBlock,Y,SBrkr,Typ,1,2009,COD,Abnorml,158000
517,10208,Pave,IR1,2Story,1996,1997,Gable,CompShg,PConc,Y,SBrkr,Typ,1,2009,WD,Normal,265000
518,9531,Pave,IR1,2Story,1998,1998,Gable,CompShg,PConc,Y,SBrkr,Typ,0,2007,WD,Normal,211000
519,10918,Pave,Reg,2Story,1926,2004,Gambrel,CompShg,BrkTil,Y,SBrkr,Typ,2,2009,WD,Normal,234000
520,10800,Pave,Reg,2Story,1900,2000,Gable,CompShg,BrkTil,N,FuseA,Typ,0,2008,WD,Normal,106250
521,11988,Pave,IR1,1Story,1957,1957,Gable,CompShg,CBlock,Y,FuseA,Typ,2,2007,WD,Normal,150000
522,5000,Pave,Reg,1.5Fin,1947,1950,Gable,CompShg,CBlock,Y,SBrkr,Typ,2,2006,WD,Normal,159000
523,40094,Pave,IR1,2Story,2007,2008,Hip,CompShg,PConc,Y,SBrkr,Typ,1,2007,New,Partial,184750
524,11787,Pave,IR1,2Story,1996,1997,Gable,CompShg,PConc,Y,SBrkr,Typ,1,2007,WD,Normal,315750
525,7500,Pave,Reg,1Story,2005,2005,Gable,CompShg,PConc,Y,SBrkr,Typ,1,2006,WD,Normal,176000
526,13300,Pave,Reg,1Story,1956,2000,Hip,CompShg,CBlock,Y,SBrkr,Typ,0,2007,WD,Normal,132000
527,14948,Pave,IR1,2Story,2008,2008,Hip,CompShg,PConc,Y,SBrkr,Typ,1,2008,New,Partial,446261
528,9098,Pave,IR1,1Story,1920,2002,Gable,CompShg,BrkTil,Y,SBrkr,Typ,0,2007,WD,Normal,86000
529,32668,Pave,IR1,1Story,1957,1975,Hip,CompShg,PConc,Y,SBrkr,Maj1,2,2007,WD,Alloca,200624
530,10200,Pave,Reg,SLvl,1988,1989,Gable,CompShg,CBlock,Y,SBrkr,Typ,1,2008,WD,Abnorml,175000
531,6155,Pave,IR1,2Story,1920,1999,Gable,CompShg,BrkTil,Y,SBrkr,Typ,0,2008,WD,Normal,128000
532,7200,Pave,Reg,1Story,1955,2007,Gable,CompShg,Slab,Y,SBrkr,Mod,1,2010,WD,Normal,107500
533,5000,Pave,Reg,1Story,1946,1950,Gable,CompShg,Slab,N,FuseF,Typ,0,2007,WD,Normal,39300
534,9056,Pave,IR1,2Story,2004,2004,Gable,CompShg,PConc,Y,SBrkr,Typ,1,2006,WD,Normal,178000
535,7000,Pave,Reg,2Story,1910,1991,Gable,CompShg,CBlock,Y,SBrkr,Typ,0,2008,WD,Normal,107500
536,8924,Pave,IR1,2Story,1998,1999,Gable,CompShg,PConc,Y,SBrkr,Typ,0,2008,WD,Normal,188000
537,12735,Pave,IR1,1Story,1972,1972,Hip,CompShg,CBlock,Y,SBrkr,Typ,0,2008,COD,Normal,111250
538,11553,Pave,IR1,1Story,1968,1968,Hip,CompShg,CBlock,Y,SBrkr,Typ,1,2006,WD,Normal,158000
539,11423,Pave,Reg,1Story,2001,2002,Gable,CompShg,PConc,Y,SBrkr,Typ,1,2010,WD,Normal,272000
540,14601,Pave,Reg,1Story,2006,2006,Hip,CompShg,PConc,Y,SBrkr,Typ,1,2009,WD,Normal,315000
541,11000,Pave,Reg,2Story,2000,2000,Gable,CompShg,PConc,Y,SBrkr,Typ,1,2007,WD,Normal,248000
542,10140,Pave,Reg,1Story,1998,1999,Hip,CompShg,PConc,Y,SBrkr,Maj1,1,2009,WD,Normal,213250
543,4058,Pave,Reg,SFoyer,1998,1998,Gable,CompShg,PConc,Y,SBrkr,Typ,0,2007,WD,Normal,133000
544,17104,Pave,IR1,2Story,2006,2006,Gable,CompShg,PConc,Y,SBrkr,Typ,1,2006,New,Partial,179665
545,13837,Pave,IR1,1.5Fin,1988,1988,Gable,CompShg,PConc,Y,SBrkr,Typ,0,2006,WD,Normal,229000
546,8737,Pave,IR1,1.5Fin,1923,1950,Gable,CompShg,BrkTil,Y,FuseA,Typ,1,2007,WD,Normal,210000
547,7244,Pave,Reg,SFoyer,1970,1970,Gable,CompShg,CBlock,Y,SBrkr,Typ,0,2007,WD,Normal,129500
548,8235,Pave,IR1,1Story,1955,1995,Gable,CompShg,CBlock,Y,SBrkr,Typ,0,2008,WD,Normal,125000
549,9375,Pave,Reg,2Story,2003,2004,Gable,CompShg,PConc,Y,SBrkr,Typ,1,2009,WD,Normal,263000
550,4043,Pave,Reg,1Story,1977,1977,Gable,CompShg,CBlock,Y,SBrkr,Typ,0,2008,COD,Abnorml,140000
551,6000,Pave,Reg,1Story,1957,1957,Hip,CompShg,CBlock,Y,FuseA,Typ,0,2008,WD,Normal,112500
552,11146,Pave,IR1,1Story,2006,2006,Gable,CompShg,PConc,Y,SBrkr,Typ,1,2009,WD,Normal,255500
553,8777,Pave,Reg,1Story,1949,2003,Gable,CompShg,CBlock,Y,SBrkr,Typ,0,2009,WD,Normal,108000
554,10625,Pave,Reg,2Story,2003,2004,Gable,CompShg,PConc,Y,SBrkr,Typ,1,2008,WD,Normal,284000
555,6380,Pave,Reg,1.5Unf,1922,1950,Gable,CompShg,BrkTil,Y,FuseA,Typ,1,2006,WD,Normal,113000
556,14850,Pave,IR1,1Story,1957,1957,Gable,CompShg,CBlock,Y,FuseA,Typ,1,2006,WD,Normal,141000
557,11040,Pave,Reg,1.5Fin,1920,1950,Gable,CompShg,CBlock,Y,SBrkr,Typ,0,2006,COD,Normal,108000
558,21872,Pave,IR2,2Story,1996,1997,Gable,CompShg,PConc,Y,SBrkr,Typ,1,2008,WD,Normal,175000
559,3196,Pave,Reg,1Story,2003,2004,Gable,CompShg,PConc,Y,SBrkr,Typ,1,2006,WD,Normal,234000
560,11341,Pave,IR1,1Story,1957,1996,Hip,CompShg,CBlock,Y,SBrkr,Mod,1,2010,WD,Normal,121500
561,10010,Pave,Reg,1Story,1974,1975,Gable,CompShg,CBlock,Y,SBrkr,Typ,1,2006,WD,Normal,170000
562,13907,Pave,Reg,1Story,1940,1969,Gable,CompShg,CBlock,Y,SBrkr,Typ,1,2008,WD,Normal,108000
563,21780,Pave,Reg,1.5Fin,1918,1950,Gable,CompShg,BrkTil,Y,SBrkr,Typ,1,2008,WD,Normal,185000
564,13346,Pave,IR1,2Story,1992,2000,Gable,CompShg,PConc,Y,SBrkr,Typ,1,2006,WD,Normal,268000
565,6858,Pave,Reg,2Story,1915,1950,Gable,CompShg,PConc,N,FuseF,Typ,0,2010,WD,Normal,128000
566,11198,Pave,IR1,2Story,2005,2007,Hip,CompShg,PConc,Y,SBrkr,Typ,1,2008,WD,Normal,325000
567,10171,Pave,IR1,1Story,2004,2004,Gable,CompShg,PConc,Y,SBrkr,Typ,0,2010,WD,Normal,214000
568,12327,Pave,IR1,1.5Fin,1983,2009,Gable,CompShg,CBlock,Y,SBrkr,Min2,1,2009,WD,Normal,316600
569,7032,Pave,IR1,SFoyer,1979,1979,Gable,CompShg,CBlock,Y,SBrkr,Typ,2,2006,WD,Normal,135960
570,13101,Pave,IR1,1Story,1965,1965,Gable,CompShg,CBlock,Y,SBrkr,Typ,0,2008,WD,Normal,142600
571,7332,Pave,Reg,1Story,1959,1959,Gable,CompShg,CBlock,Y,SBrkr,Typ,0,2006,WD,Abnorml,120000
572,13159,Pave,IR1,2Story,2009,2009,Gable,CompShg,PConc,Y,SBrkr,Typ,0,2009,New,Partial,224500
573,9967,Pave,IR1,SLvl,2000,2000,Gable,CompShg,PConc,Y,SBrkr,Typ,1,2007,WD,Normal,170000
574,10500,Pave,Reg,SLvl,1971,2005,Gambrel,CompShg,CBlock,Y,SBrkr,Typ,0,2007,WD,Normal,139000
575,8480,Pave,Reg,1.5Fin,1947,1950,Gable,CompShg,CBlock,Y,SBrkr,Typ,0,2008,COD,Abnorml,118500
576,6292,Pave,Reg,1.5Fin,1928,1950,Gable,CompShg,BrkTil,Y,SBrkr,Typ,1,2009,WD,Normal,145000
577,11777,Pave,IR1,SLvl,1966,1966,Gable,CompShg,CBlock,Y,SBrkr,Typ,2,2006,WD,Abnorml,164500
578,3604,Pave,Reg,2Story,2007,2007,Gable,CompShg,PConc,Y,SBrkr,Typ,0,2008,WD,Abnorml,146000
579,12150,Pave,Reg,1.5Fin,1954,1954,Gable,CompShg,BrkTil,N,FuseF,Typ,0,2008,WD,Normal,131500
580,14585,Pave,IR1,1Story,1960,1987,Gable,CompShg,CBlock,Y,SBrkr,Typ,2,2007,WD,Normal,181900
581,12704,Pave,Reg,1Story,2008,2009,Hip,CompShg,PConc,Y,SBrkr,Typ,1,2009,New,Partial,253293
582,11841,Grvl,Reg,SFoyer,1990,1990,Gable,CompShg,CBlock,Y,SBrkr,Typ,0,2007,WD,Normal,118500
583,13500,Pave,Reg,2.5Unf,1893,2000,Gable,CompShg,BrkTil,Y,SBrkr,Typ,1,2008,WD,Normal,325000
584,6120,Pave,Reg,1.5Fin,1935,1995,Gable,CompShg,BrkTil,Y,SBrkr,Typ,0,2009,WD,Normal,133000
585,11443,Pave,Reg,1Story,2005,2006,Hip,CompShg,PConc,Y,SBrkr,Typ,2,2006,New,Partial,369900
586,10267,Pave,Reg,1Story,1918,2000,Gable,CompShg,BrkTil,Y,SBrkr,Typ,0,2008,WD,Normal,130000
587,8740,Pave,IR1,SFoyer,1982,1982,Hip,CompShg,CBlock,Y,SBrkr,Typ,0,2009,WD,Normal,137000
588,25095,Pave,IR1,1Story,1968,2003,Flat,Tar&Grv,CBlock,Y,SBrkr,Typ,2,2009,WD,Partial,143000
589,9100,Pave,Reg,1Story,1930,1960,Gable,CompShg,BrkTil,Y,FuseA,Typ,0,2008,WD,Normal,79500
590,8320,Pave,Reg,2Story,2004,2004,Gable,CompShg,PConc,Y,SBrkr,Typ,0,2008,WD,Normal,185900
591,13478,Pave,IR1,2Story,2008,2008,Gable,CompShg,PConc,Y,SBrkr,Typ,1,2009,ConLI,Normal,451950
592,6600,Pave,Reg,1Story,1982,2003,Gable,CompShg,PConc,Y,SBrkr,Typ,0,2008,WD,Normal,138000
593,4435,Pave,Reg,1Story,2003,2003,Gable,CompShg,PConc,Y,SBrkr,Typ,0,2009,WD,Normal,140000
594,7990,Pave,IR1,1Story,1975,1975,Hip,CompShg,CBlock,Y,SBrkr,Typ,0,2008,WD,Normal,110000
595,11302,Pave,IR1,1Story,2005,2006,Gable,CompShg,PConc,Y,SBrkr,Typ,1,2006,New,Partial,319000
596,3600,Pave,Reg,2Story,1910,1993,Gable,CompShg,CBlock,N,FuseA,Typ,0,2006,WD,Normal,114504
597,3922,Pave,Reg,1Story,2006,2007,Gable,CompShg,PConc,Y,SBrkr,Typ,1,2007,New,Partial,194201
598,12984,Pave,Reg,1Story,1977,1977,Gable,CompShg,CBlock,Y,SBrkr,Typ,1,2006,WD,Normal,217500
599,1950,Pave,Reg,2Story,1980,1980,Gable,CompShg,CBlock,Y,SBrkr,Typ,1,2008,COD,Normal,151000
600,10927,Pave,Reg,2Story,2005,2005,Gable,CompShg,PConc,Y,SBrkr,Typ,1,2006,WD,Normal,275000
601,9000,Pave,Reg,1.5Fin,1937,1950,Gable,CompShg,PConc,Y,SBrkr,Typ,1,2007,WD,Normal,141000
602,10041,Pave,IR1,2Story,1992,1992,Gable,CompShg,PConc,Y,SBrkr,Typ,1,2006,WD,Abnorml,220000
603,3182,Pave,Reg,2Story,2004,2005,Gable,CompShg,PConc,Y,SBrkr,Typ,0,2010,WD,Normal,151000
604,12803,Pave,IR1,1Story,2002,2002,Gable,CompShg,PConc,Y,SBrkr,Typ,1,2008,WD,Normal,221000
605,13600,Pave,Reg,2Story,1965,1990,Gable,CompShg,CBlock,Y,SBrkr,Typ,3,2009,WD,Normal,205000
606,12464,Pave,IR2,1Story,1996,1996,Gable,CompShg,PConc,Y,SBrkr,Typ,0,2009,WD,Normal,152000
607,7800,Pave,Reg,2Story,1948,2002,Gable,CompShg,CBlock,Y,SBrkr,Typ,0,2006,WD,Normal,225000
608,12168,Pave,Reg,2Story,1934,1998,Gable,CompShg,PConc,Y,SBrkr,Typ,2,2007,WD,Alloca,359100
609,7943,Pave,Reg,1Story,1961,1961,Gable,CompShg,CBlock,Y,SBrkr,Typ,0,2007,WD,Normal,118500
610,11050,Pave,Reg,2Story,2000,2000,Hip,CompShg,PConc,Y,SBrkr,Typ,2,2009,WD,Normal,313000
611,10395,Pave,IR1,SLvl,1978,1978,Gable,CompShg,CBlock,Y,SBrkr,Typ,1,2007,WD,Normal,148000
612,11885,Pave,Reg,2Story,2001,2001,Gable,CompShg,PConc,Y,SBrkr,Typ,1,2009,WD,Normal,261500
613,8402,Pave,Reg,1Story,2007,2007,Gable,CompShg,PConc,Y,SBrkr,Typ,0,2007,New,Partial,147000
614,1491,Pave,Reg,SFoyer,1972,1972,Gable,CompShg,CBlock,Y,SBrkr,Typ,0,2010,WD,Normal,75500
615,8800,Pave,Reg,SFoyer,1963,1963,Gable,CompShg,PConc,Y,SBrkr,Typ,0,2010,WD,Abnorml,137500
616,7861,Pave,IR1,2Story,2002,2003,Gable,CompShg,PConc,Y,SBrkr,Typ,1,2006,WD,Normal,183200
617,7227,Pave,Reg,1.5Unf,1954,1954,Gable,CompShg,CBlock,Y,SBrkr,Typ,0,2008,WD,Normal,105500
618,11694,Pave,Reg,1Story,2007,2007,Hip,CompShg,PConc,Y,SBrkr,Typ,1,2007,New,Partial,314813
619,12244,Pave,Reg,2Story,2003,2003,Hip,CompShg,PConc,Y,SBrkr,Typ,2,2008,WD,Normal,305000
620,8248,Pave,Reg,1Story,1914,1950,Gable,CompShg,BrkTil,N,FuseF,Typ,0,2008,WD,Normal,67000
621,10800,Pave,Reg,2Story,1974,1997,Gable,CompShg,CBlock,Y,SBrkr,Typ,1,2008,WD,Normal,240000
622,7064,Pave,Reg,1Story,1977,1977,Gable,CompShg,CBlock,Y,SBrkr,Typ,0,2009,WD,Normal,135000
623,2117,Pave,Reg,2Story,2000,2000,Gable,CompShg,PConc,Y,SBrkr,Typ,1,2007,WD,Normal,168500
624,10400,Pave,Reg,2Story,1972,1972,Gable,CompShg,CBlock,Y,SBrkr,Min2,1,2006,WD,Normal,165150
625,10000,Pave,IR1,1Story,1962,1962,Hip,CompShg,CBlock,Y,SBrkr,Typ,0,2010,WD,Normal,160000
626,12342,Pave,IR1,1Story,1960,1978,Hip,CompShg,CBlock,Y,SBrkr,Min1,1,2007,WD,Normal,139900
627,9600,Pave,Reg,SLvl,1955,1972,Gable,CompShg,CBlock,Y,SBrkr,Typ,2,2010,WD,Normal,153000
628,11606,Pave,IR1,2Story,1969,1969,Gable,CompShg,PConc,Y,SBrkr,Typ,2,2007,WD,Family,135000
629,9020,Pave,Reg,SLvl,1964,1964,Gable,WdShngl,CBlock,Y,SBrkr,Typ,0,2008,WD,Normal,168500
630,9000,Pave,Reg,2Story,1880,1991,Gable,CompShg,BrkTil,Y,FuseA,Typ,0,2006,WD,Abnorml,124000
631,4590,Pave,Reg,1Story,2006,2006,Gable,CompShg,PConc,Y,SBrkr,Typ,1,2007,WD,Normal,209500
632,11900,Pave,Reg,1Story,1977,1977,Hip,CompShg,CBlock,Y,SBrkr,Typ,1,2009,WD,Family,82500
633,9250,Pave,Reg,1Story,1954,2005,Gable,CompShg,CBlock,Y,SBrkr,Typ,0,2007,WD,Normal,139400
634,6979,Pave,Reg,SFoyer,1980,1980,Gable,CompShg,CBlock,Y,SBrkr,Typ,0,2010,WD,Normal,144000
635,10896,Pave,Reg,2.5Fin,1914,1995,Hip,CompShg,CBlock,Y,FuseA,Typ,0,2007,WD,Abnorml,200000
636,6120,Pave,Reg,1Story,1936,1950,Gable,CompShg,BrkTil,N,FuseA,Maj1,1,2009,ConLw,Normal,60000
